text,effective
b'RT @WilliamRLBaker: .@1followernodad ....... so climate change/global warming has been going on in the Arab world since 1300AD?',T,T
b'RT @gabreeela_: Dude global warming videos always make me cry. I wish I could save all the animals in the world \xf0\x9f\x98\xa9',T,T
"b""@michaelkeyes That's for Global Warming People! God is freezing their A**""",F,F
"b""When people don't believe in global warming I just want to beat them up dumb but whatever""",F,F
b'RT @eci_ttip: We must limit global warming bellow 2\xc2\xb0C. #CETA goes in the opposite direction! #CETAtuesday @jaatteenmaki @woelken\xe2\x80\xa6 ',T,T
b'RT @joanharrisart: This is face of horror death destruction world domination destruction of planet global warming Loss of personal fre\xe2\x80\xa6 ',T,T
"b""RT @democraticbear: While Trump is getting caught being a Soviet hack, we haven't being paying attention to N. Korea, Hell in Syria, Global\xe2\x80\xa6""",T,T
b'RT @ThisIsWhyTrump: Al Gore is a fraud and refuses to debate global warming\nhttps://t.co/YBi0vuaPNy',T,T
"b'RT @syqau: Al Gore Made Nearly $200 Million from  Global Warming Scam. All dire predictions of ""Inconvenient Truth were lies..\xe2\x80\xa6 '",T,T
b'RT @ruby_pollock: ...........wut https://t.co/NXq02Ulhm3',T,T
b'RT @Zucchinisaurus: Which of these two activities has the most impact on global warming? \xf0\x9f\x8c\x8e #BeVegan #AnimalRights https://t.co/HH02NcpDkq',T,T
b'Out global warming bullshit has praised obamas reelection.',F,F
"b'""#Science News: Global warming\'s fingerprints seen in 24 weird weather cases #News"" : https://t.co/6ZfJVYiXzM'",F,F
"b""Dear Liberals,\n\nGlobal warming isn't all day hero that how clever and realise that""",F,F
"b""RT @climatehawk1: Massive 'rivers in sky' will bring more deadly floods due to #globalwarming https://t.co/3MkjjephOB #climate #divest http\xe2\x80\xa6""",T,T
b'RT @thechance2b: The #future of #energy \xe2\x96\xb6\xef\xb8\x8f\n #demand has to follow supply. #renewables only work with #degrowth!\xe2\x80\xa6 ',T,T
b'RT @joanharrisart: This is face of horror death destruction world domination destruction of planet global warming Loss of personal fre\xe2\x80\xa6 ',T,T
"b""Let's have some fun? !  Let's have a chat -    https://t.co/nDgWdf3bpb https://t.co/yzscAOXJFj""",F,F
b'Trump docks his 282ft yacht at Whitehouse. Still denies global warming. #2017Predictions @midnight',F,F
"b""Global warming is real, don't be fooled by misinformation.\n#globalwarming#Trump #challenge #eco\n\nhttps://t.co/cGbUmJG9BY""",F,F
"b""RT @MeckeringBoy: Your organisation has 14 sports reporters &amp; zero scientists. No wonder you are so ignorant. That won't stop you spo\xe2\x80\xa6 """,T,T
b'RT @StevePieczenik: always love the ladies! a good one. https://t.co/k1mjut7oFe',T,T
b'RT @AmazingMrTrump: Al Gore is a fraud and refuses to debate global warming\nhttps://t.co/E6vAxYhdtF',T,T
"b""RT @the_eco_thought: Stop calling it climate change. It's global warming. Actually stop calling it global warming. It's mass extinction. Ma\xe2\x80\xa6""",T,T
"b'@CovertAnonymous @motherboard When will you look at a map? Putinbenefits significantly from global warming. New naval ports, &amp; farmland.'",F,F
b'RT @treystahl_: how is global warming even a thing rn when the whole united states has basically frozen over',T,T
b'RT @Uber_Pix: Here you can see who the victims of global warming are ... https://t.co/HfJESXAjSh',T,T
"b""it's not cold enough for my doggo to need her christmas sweaters and honestly i am heartbroken GLOBAL WARMING IS NO BUENO""",F,F
b'RT @joanharrisart: This is face of horror death destruction world domination destruction of planet global warming Loss of personal fre\xe2\x80\xa6 ',T,T
b'Vodka enthusiast Joe Biden preaches doom and gloom from the altar of man-made global-warming: https://t.co/MXCl1iyUpR #climate',F,F
b'RT @Uber_Pix: Here you can see who the victims of global warming are ... https://t.co/HfJESXAjSh',T,T
"b'RT @Piers_Corbyn: YES! #NYTimes, #MSM are ANTI-#Science. FACT All extremes in last decade are the WRONG SORT for #Co2 #Climate Scam =\xe2\x80\xa6 '",T,T
"b""@ChrisAKAtwsm that's crazy! Some people don't believe in global warming! I think he's a dick:) it's raining in LA! Really raining!!""",F,F
"b""I hope we'll get rid off to,\n1. Global Warming hoax\n2. Hilarious Clinton fans\n3. Unnecessarily blaming. \n#2017Predictions @midnight""",F,F
b'RT @ClimateTruthNow: Vodka enthusiast Joe Biden preaches doom and gloom from the altar of man-made global-warming: https://t.co/MXCl1iyUpR\xe2\x80\xa6',T,T
b'Feeling a Chill? Blame the Polar Vortex. And Global Warming. https://t.co/VrQbqUCud4',F,F
b'Do you belive in global warming? Its real yall! \xe2\x80\x94 I do https://t.co/P0SLOxJdja',F,F
b'RT @troysBIGworld: @NatShupe @sparkyNadine I blame the Russians and fake global warming for all my problems. They recently got me out of a\xe2\x80\xa6',T,T
b'RT @joanharrisart: This is face of horror death destruction world domination destruction of planet global warming Loss of personal fre\xe2\x80\xa6 ',T,T
b'RT @SteveSGoddard: Climate experts blame all of these things on global warming\nHot\nCold\nWet\nDry\nSnow\nLack of snow\nHurricanes\nLack of hurric\xe2\x80\xa6',T,T
"b'RT @Piers_Corbyn: YES! #NYTimes, #MSM are ANTI-#Science. FACT All extremes in last decade are the WRONG SORT for #Co2 #Climate Scam =\xe2\x80\xa6 '",T,T
"b""RT @adamoberley: I'd take global warming over this any day \xe2\x9d\x84\xef\xb8\x8f https://t.co/LtUcNzYwnT""",T,T
b'RT @JunkScience: Global warming pause still alive -- 2016 not significantly warmer than 1998. https://t.co/SFq2GoTHE2 https://t.co/QjZcd21o\xe2\x80\xa6',T,T
"b'RT @ClimateDepot: As Predicted, Global Warming blamed For Record Cold &amp; the Polar Vortex https://t.co/nqcJi1KTML via @ClimateDepot'",T,T
b'Feeling a Chill? Blame the Polar Vortex. And Global Warming. - New York Times https://t.co/BK53J0PJn4',F,F
"b""I know in OHIO it is 4 degrees , but that is @POTUS 's #GlobalWarming, a total #HOAX ... Earth isn't warming, maybe\xe2\x80\xa6 https://t.co/6jOIVSWCIG""",F,F
"b""Man-made global warming's fingerprints seen in 24 cases of weird weather around the world - South China Morning Post https://t.co/qXHJ3d0osF""",F,F
b'RT @joanharrisart: This is face of horror death destruction world domination destruction of planet global warming Loss of personal fre\xe2\x80\xa6 ',T,T
"b""RT @MeckeringBoy: Your organisation has 14 sports reporters &amp; zero scientists. No wonder you are so ignorant. That won't stop you spo\xe2\x80\xa6 """,T,T
"b""RT @STACEYNIGHTMARE: It's so cold out I became really stupid and didn't believe in global warming!""",T,T
b'RT @SenatorMRoberts: Must read analysis by leading climate scientist on the collapse of global warming scare. https://t.co/XRGuIkhYjy',T,T
"b'RT @Piers_Corbyn: YES! #NYTimes, #MSM are ANTI-#Science. FACT All extremes in last decade are the WRONG SORT for #Co2 #Climate Scam =\xe2\x80\xa6 '",T,T
b'RT @wef: How we can limit global warming to 1.5\xc2\xb0C https://t.co/46GjaVrbt4 https://t.co/jlHx0S85PR',T,T
"b'RT @Piers_Corbyn: YES! #NYTimes, #MSM are ANTI-#Science. FACT All extremes in last decade are the WRONG SORT for #Co2 #Climate Scam =\xe2\x80\xa6 '",T,T
b'RT @joanharrisart: This is face of horror death destruction world domination destruction of planet global warming Loss of personal fre\xe2\x80\xa6 ',T,T
b'RT @StevePieczenik: always love the ladies! a good one. https://t.co/k1mjut7oFe',T,T
"b'RT @Piers_Corbyn: YES! #NYTimes, #MSM are ANTI-#Science. FACT All extremes in last decade are the WRONG SORT for #Co2 #Climate Scam =\xe2\x80\xa6 '",T,T
b'RT @joanharrisart: This is face of horror death destruction world domination destruction of planet global warming Loss of personal fre\xe2\x80\xa6 ',T,T
b'RT @joanharrisart: This is face of horror death destruction world domination destruction of planet global warming Loss of personal fre\xe2\x80\xa6 ',T,T
"b'RT @djkilllist: The rain in Spain falls mainly in the past, as global warming will turn the Iberian peninsula into a vast desert in just a\xe2\x80\xa6'",T,T
"b""RT @Goleno: I know in OHIO it is 4 degrees , but that is @POTUS 's #GlobalWarming, a total #HOAX ... Earth isn't warming, maybe\xe2\x80\xa6 """,T,T
b'Climate change denier who says no one can explain global warming gets completely schooled by someone explaining it https://t.co/swoKAYaBiv',F,F
"b""watching the left losing their minds over @dealdonaldtrump becoming POTUS Surprised haven't blamed global warming blamed everything else\xf0\x9f\x99\x84""",F,F
b'Bruh you gotta lay off some the drugs https://t.co/jHiusrX9O9',F,F
"b""What r ur thoughts on global warming? \xe2\x80\x94 it's real https://t.co/vfA0H01CNq""",F,F
"b""Global warming my dicc it's a fuccin ice age outside""",F,F
b'#answerMug #question How do we know Global Warming and climate change is not the Earth returning to a previous ... https://t.co/x8kiZ8FD2n',F,F
b'RT @indy100: Climate change denier who says no one can explain global warming gets completely schooled by someone explaining it https://t.c\xe2\x80\xa6',T,T
b'birthdays were created by Hallmark to sell cards https://t.co/s775y11YXL',F,F
b'Global warming will cause all corn to explode #2017Predictions @midnight',F,F
b'When you find yourself veering off into a rant about global warming its time to change the \xc2\xa7 you are writing on your paper.',F,F
b'RT @joanharrisart: This is face of horror death destruction world domination destruction of planet global warming Loss of personal fre\xe2\x80\xa6 ',T,T
"b'RT @UniqBeauties: Global warming caused by humans has significantly impacted the sea ice, which is negatively affecting the Polar bea\xe2\x80\xa6 '",T,T
"b'RT @chetfaliszek: ""I don\'t believe global warming, not enough science on it...""\n\nThere\'s tons!\n\n""But none that disproves it, so we need mor\xe2\x80\xa6'",T,T
b'Climate change denier who says no one can explain global warming gets completely schooled by someone explaining it https://t.co/31um8YmM4v',F,F
b'RT @joanharrisart: This is face of horror death destruction world domination destruction of planet global warming Loss of personal fre\xe2\x80\xa6 ',T,T
"b""RT @AlmightyDosa: Ladies if y'all throw neck anywhere similar to Teanna Trump how in my DMs so we can talk about... global warming""",T,T
b'La Californie r\xc3\xa9sistera \xc3\xa0 une politique anti-climat men\xc3\xa9e par @realDonaldTrump  https://t.co/YKnZH8EDdb',F,F
b'@The_Real_Zolman is crying on the phone due to the fact that his kids might not know what a polar bear is due to global warming \xf0\x9f\x98\x82\xf0\x9f\x98\x82',F,F
b'RT @Uber_Pix: Here you can see who the victims of global warming are ... https://t.co/HfJESXAjSh',T,T
b'Climate change denier who says no one can explain global warming gets completely schooled by someone explaining it https://t.co/93bpGoVy6Z',F,F
b'RT @tom_harlock: harry potter and https://t.co/9VeD2dMvjW',T,T
"b""As much as old guard GOP tied to failing industry denies global warming there's liberal Democrats afraid of Nuclear energy @realDonaldTrump""",F,F
b'RT @indy100: Climate change denier who says no one can explain global warming gets completely schooled by someone explaining it https://t.c\xe2\x80\xa6',T,T
b'and birthdays were invented by hallmark to sell cards https://t.co/s775y11YXL',F,F
b'RT @Uber_Pix: Here you can see who the victims of global warming are ... https://t.co/HfJESXAjSh',T,T
b'RT @LeJDLE: La Californie r\xc3\xa9sistera \xc3\xa0 une politique anti-climat men\xc3\xa9e par @realDonaldTrump  https://t.co/YKnZH8EDdb',T,T
b'Control of your planet global warming can possible with my engineering economics only...',F,F
"b""Dear Liberals,\n\nGlobal warming isn't real family members to worry about""",F,F
"b""Snow in Hawaii so they will say there's no global warming. Ah well! You can lead jackass to water but you can't make him drink!""",F,F
b'Climate change denier who says no one can explain global warming gets completely schooled by someone explaining it https://t.co/kEgdj2r2hB',F,F
b'Kentut dari hewan-hewan purba adalah penyebab utama global warming di zaman dinosaurus. [BBCnews]',F,F
"b'RT @ClimateTruthNow: Despite the conjured narratives of climate fortune-tellers, the myth of man-made #global warming has been busted: http\xe2\x80\xa6'",T,T
b'RT @joanharrisart: This is face of horror death destruction world domination destruction of planet global warming Loss of personal fre\xe2\x80\xa6 ',T,T
"b""@realDonaldTrump @elonmusk global warming = jobs. Oil is a loser and I don't back losers""",F,F
b'Global sea level rise could rise by two metres and the consequences should terrify you https://t.co/SfrPGKWlUA',F,F
"b'RT @Cheeseboy22: A cute thing I tell my kids is that because of global warming, Santa is now floating on an iceburg just outside Greenland.'",T,T
b'RT @Uber_Pix: Here you can see who the victims of global warming are ... https://t.co/HfJESXAjSh',T,T
b'RT @_DEV11: @The_Real_Zolman is crying on the phone due to the fact that his kids might not know what a polar bear is due to global warming\xe2\x80\xa6',T,T
"b'@VNVideoneon and banning abortions and condoms, global warming is a lie, gay people are going to hell, all of those ideas'",F,F
"b'RT @InvestorsCIub: #2017predictions Market Crash, Russia and U.S coming together, Wars over Global Warming, Commercial Space Travel, China\xe2\x80\xa6'",T,T
b'#Paris2015 https://t.co/8HHin2x4KC Global warming is socialism and political movemnt',F,F
"b'@akeccles Tillerson is a big proponent of global warming, gay BSA leaders, Common Core, &amp; respects Putin. He reeks of estblshmnt sewage!'",F,F
b'RT @indy100: Climate change denier who says no one can explain global warming gets completely schooled by someone explaining it https://t.c\xe2\x80\xa6',T,T
"b""Just six episodes in and Supergirl already a progressive orgy with amnesty, rainbow jihad, global warming, and an I'm with Her. \n\n#eject""",F,F
b'RT @wef: How we can limit global warming to 1.5\xc2\xb0C https://t.co/46GjaVrbt4 https://t.co/jlHx0S85PR',T,T
b'RT @indy100: Climate change denier who says no one can explain global warming gets completely schooled by someone explaining it https://t.c\xe2\x80\xa6',T,T
"b'None of these Christmas carols are relevant to life in Australia. The only way I\'ll be ""walking in a winter wonderland"" is global warming...'",F,F
b'RT @foeeurope: #CETA limits our ability 2 keep global warming below 2\xc2\xb0C. Environment committee should reject it @SchaldemoseMEP @JoseFariaM\xe2\x80\xa6',T,T
b'RT @joanharrisart: This is face of horror death destruction world domination destruction of planet global warming Loss of personal fre\xe2\x80\xa6 ',T,T
"b""I hope so. This Global Warming thing has been proven over and over to be 100% Bullshit! I'm supposed to be under 30\xe2\x80\xa6 https://t.co/2nJ4u8qUMC""",F,F
"b""RT @SteveSGoddard: Dear @guardian -\nYour global warming scam ends in 40 days. \nPerhaps a good time to revert back to your 1970's globa\xe2\x80\xa6 """,T,T
b'@dog_rates global warming  or climate change? :))',F,F
b'New Study Casts Doubt On A Key Metric For Predicting Global Warming https://t.co/TQ5Ub5P8xD via @dailycaller',F,F
b'Climatologist Dr. Tim Ball: \xe2\x80\x98Global warming is the greatest deception in history\xe2\x80\x99 - https://t.co/KOZdfwH2UM',F,F
"b'Crayola Common Core Lessons Promote Maoism, Global Warming Alarmism, Social Justice https://t.co/PPHUZBb51y #TeaParty #tcot #tlot #PJNet'",F,F
b'RT @fullbluez: Global Warming \xf0\x9f\x98\x80 Abigail Ratchford #QueenOfCurves \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 @AbiRatchford https://t.co/1vWT2Twzaw',T,T
"b'RT @Cheeseboy22: A cute thing I tell my kids is that because of global warming, Santa is now floating on an iceburg just outside Greenland.'",T,T
"b""RT @SteveDeaceShow: Just six episodes in and Supergirl already a progressive orgy with amnesty, rainbow jihad, global warming, and an I'm w\xe2\x80\xa6""",T,T
"b""RT @SteveDeaceShow: Just six episodes in and Supergirl already a progressive orgy with amnesty, rainbow jihad, global warming, and an I'm w\xe2\x80\xa6""",T,T
b'RT @LeJDLE: La Californie r\xc3\xa9sistera \xc3\xa0 une politique anti-climat men\xc3\xa9e par @realDonaldTrump  https://t.co/YKnZH8EDdb',T,T
"b'RT @ReadBetterLearn: @TheOutrageDaily I love the content, what about Trump denying there is global warming, further killing our chances of\xe2\x80\xa6'",T,T
b'RT @Uber_Pix: Here you can see who the victims of global warming are ... https://t.co/HfJESXAjSh',T,T
"b""RT @SteveDeaceShow: Just six episodes in and Supergirl already a progressive orgy with amnesty, rainbow jihad, global warming, and an I'm w\xe2\x80\xa6""",T,T
"b""Dear Liberals,\n\nGlobal warming isn't the best foot""",F,F
b'Global warming where ya at',F,F
b'RT @stocknewsusa: How we can each of us stop global warming? - https://t.co/yzkRTbFD51 https://t.co/sGSEkw1XcZ',T,T
b'RT @indy100: Climate change denier who says no one can explain global warming gets completely schooled by someone explaining it https://t.c\xe2\x80\xa6',T,T
"b""@masterninja global warming has been causing violence in the middle east for 4000 years. If you drive an SUV it's your fault.""",F,F
b'Snow  storm coming obama demands CIA investigate  Global warming guru says only Russia  manipulation would make snow.',F,F
b'The polar vortex is back: Is global warming playing a role? - https://t.co/xONfriTlrR',F,F
b'dont vote shadow in hate darkolivegreen myself universally sweet GLOBAL FUCKING WARMING',F,F
b'This. Is. Awesome. https://t.co/wcWIzMKA1t',F,F
b'RT @Independent: Climate change denier who says no one can explain global warming gets completely schooled by some explaining it https://t.\xe2\x80\xa6',T,T
"b""RT @SteveDeaceShow: Just six episodes in and Supergirl already a progressive orgy with amnesty, rainbow jihad, global warming, and an I'm w\xe2\x80\xa6""",T,T
b'RT @Zurick_1: I\xe2\x80\x99m cool but global warming made me hot. \xf0\x9f\x98\x8e\xf0\x9f\x98\x8e',T,T
"b""It's only -30 with the windchill\nThank god for global warming\xf0\x9f\x99\x84""",F,F
"b'Want vulgar, young man !  Go to the link-    https://t.co/ygTfcbq1s8 https://t.co/Qp0XE9dY1i'",F,F
b'Drunk me knows whats up https://t.co/utArHJegWs',F,F
b'RT @The_Real_Zolman: Drunk me knows whats up https://t.co/utArHJegWs',T,T
b'RT @indy100: Climate change denier who says no one can explain global warming gets completely schooled by someone explaining it https://t.c\xe2\x80\xa6',T,T
b'Man-made global warming\xe2\x80\x99s fingerprints seen in 24 cases of weird weather around the world https://t.co/B16EhUHaZO',F,F
"b'RT @AgBioWorld: A newspaper letter in 1912 anticipates global warming from burning coal (yes, it is authentic!) - via Nick Price\xe2\x80\xa6 '",T,T
"b""How are you? !  Push,don't be shy    https://t.co/0ueyHcD9jN https://t.co/xBVGLHFimv""",F,F
b'RT @LeJDLE: La Californie r\xc3\xa9sistera \xc3\xa0 une politique anti-climat men\xc3\xa9e par @realDonaldTrump  https://t.co/YKnZH8EDdb',T,T
"b""@realDonaldTrump , your daughter is great, but this global warming BS has got to stop or you'll lose all of us.She is wrong on this. Please""",F,F
"b'RT @Cheeseboy22: A cute thing I tell my kids is that because of global warming, Santa is now floating on an iceburg just outside Greenland.'",T,T
"b""@_Moziah none of that exists. Earth = flat. You're dumb. Global Warming fake, nibiru will kill us before that.""",F,F
b'Climate Change Is Real; Avalanche In Tibet Is Yet Another Proof Of Global Warming - https://t.co/9RfZmZhoK9',F,F
"b'Scientists: ""Hey we should try to fix this whole global warming thing"" \n\nAlso Scientists: https://t.co/HRje69TZ1Q'",F,F
"b""RT @itsray_ok: Christmas is in less than two weeks, it's 73\xc2\xb0 outside, and there are still people that think global warming is a hoax...""",T,T
b'RT @SNCKPCK: german statue \n\xe2\x80\x9cpoliticians debating global warming\xe2\x80\x9d https://t.co/zP0r0vYipM',T,T
"b""RT @CounterMoonbat: Global warming causes literally everything. It's science\xe2\x84\xa2 https://t.co/FQ8dJNXQAC""",T,T
b'hillary lets her beard grow out and starts to work on a global warming doc from an undisclosed basement\xe2\x80\xa6 https://t.co/MvWhGXxMG0',F,F
"b'RT @ginaasaglimbeni: Scientists: ""Hey we should try to fix this whole global warming thing"" \n\nAlso Scientists: https://t.co/HRje69TZ1Q'",T,T
b'RT @SNCKPCK: german statue \n\xe2\x80\x9cpoliticians debating global warming\xe2\x80\x9d https://t.co/zP0r0vYipM',T,T
b'RT @AyesHavit: Global WARMING in Chiberia @alamairs @JWSpry @AgendaOfEvil @Agenda21Enders @Climate_Cop  https://t.co/DR4QLKeLhs',T,T
"b'RT @SteveSGoddard: The @nytimes has delivered on their polar vortex scam, just as @JamesDelingpole @ClimateDepot and myself predicted.\xe2\x80\xa6 '",T,T
b'Climate change denier who says no one can explain global warming gets completely schooled by someone explaining it https://t.co/vJPfbg8Pkc',F,F
"b""#ThingsThatShouldBeLeftIn2016 The non recycling assholes who litters And doesn't think about global warming or our ozone layer !! Pricks, !!""",F,F
"b""@havgl01 @nytimes @lightheart1 climate change? Per Gore we should of been a frying pan by now thats it's not called global warming. New lie""",F,F
"b'RT @ginaasaglimbeni: Scientists: ""Hey we should try to fix this whole global warming thing"" \n\nAlso Scientists: https://t.co/HRje69TZ1Q'",T,T
"b'RT @Piers_Corbyn: YES! #NYTimes, #MSM are ANTI-#Science. FACT All extremes in last decade are the WRONG SORT for #Co2 #Climate Scam =\xe2\x80\xa6 '",T,T
b'RT @TheMoeYouKnow: Retweeted \xf0\x9f\x8f\x84 Shrewd Alik (@qkode):\n\nGlobal Warming: Nine out of ten Polar Bears disagree  https://t.co/FB8KkEw32B... http\xe2\x80\xa6',T,T
b'RT @SenatorMRoberts: Must read analysis by leading climate scientist on the collapse of global warming scare. https://t.co/XRGuIkhYjy',T,T
"b'RT @vnuek: Global Warming is a Scam.. Today, we are cooler, there r many scientists reporting that we are getting colder..\xe2\x80\xa6 '",T,T
b'A brief video overview of the man-made global-warming hoax: https://t.co/XRErIF00qz #climate',F,F
b'The story of global-warming is a story of science fiction conjured up by those with an anti-Western political agenda. #climate',F,F
"b'Grandfather: Global warming is fake and so is all the data ""proving"" it.\nMe: yep, and jet fuel can\'t melt steel beams...'",F,F
b'Sigh...I keep hoping this global warming thing will help a bro out. (\xc2\xb0C) https://t.co/Kykuh8WNUW',F,F
b'RT @Shadowsforbars: Climate change denier who says no one can explain global warming gets completely schooled by someone explaining it http\xe2\x80\xa6',T,T
"b""I believe in things you can't see...like love, ghosts, and global warming.""",F,F
"b""RT @climatehawk1: Massive 'rivers in sky' will bring more deadly floods due to #globalwarming https://t.co/3MkjjephOB #climate #divest http\xe2\x80\xa6""",T,T
b'RT @Shadowsforbars: Climate change denier who says no one can explain global warming gets completely schooled by someone explaining it http\xe2\x80\xa6',T,T
b'RT @indy100: Climate change denier who says no one can explain global warming gets completely schooled by someone explaining it https://t.c\xe2\x80\xa6',T,T
b'How bad is global warming ?',F,F
"b'RT @Regnery: .@Chris_C_Horner, author of Politically Incorrect Guide to Global Warming, now on Trump transition team.  https://t.co/Zg4fWJL\xe2\x80\xa6'",T,T
b'RT @LeJDLE: La Californie r\xc3\xa9sistera \xc3\xa0 une politique anti-climat men\xc3\xa9e par @realDonaldTrump  https://t.co/YKnZH8EDdb',T,T
b'Global Warming Ya Heard\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 #Top',F,F
"b'RT @DiamondandSilk: .@DiamondandSilk discuss Media Bias, Fake News and The Russia Hack. Who will the left blame next?? Ghost, Hijackers\xe2\x80\xa6 '",T,T
"b""The average christian woman with the boobies pop'n \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/obK2cAax7M""",F,F
b'I hope prom wont explode tomorrow because of global warming...',F,F
b'RT @GHCuthbertson: @lukeweston Good example of someone exploiting global warming to push a different agenda @ActinideAge @chrispydog',T,T
b'https://t.co/UggPzce0BM',F,F
b'RT @indy100: Climate change denier who says no one can explain global warming gets completely schooled by someone explaining it https://t.c\xe2\x80\xa6',T,T
b'Time to reflect on global warming! Good night. https://t.co/eeVAgLnh2U',F,F
b'Asrs munchers spit the chunks -  Hope Global Warming Will Increase Voter Turnout To DEFEAT Trump https://t.co/cGUKKKtHDg via @dailycaller',F,F
b'RT @indy100: Climate change denier who says no one can explain global warming gets completely schooled by someone explaining it https://t.c\xe2\x80\xa6',T,T
"b'RT @ETTalkShow: Coo Coo ""Science"". New Study Casts Doubt On A Key Metric For Predicting Global Warming. https://t.co/ePw4qTtd8d'",T,T
b'RT @Independent: Climate change denier who says no one can explain global warming gets completely schooled by some explaining it https://t.\xe2\x80\xa6',T,T
"b""It's the other way round. The populace believed the earth was flat. They were wrong just like popular global warmin\xe2\x80\xa6 https://t.co/Ykgv018dfh""",F,F
"b'RT @syqau: Al Gore Made Nearly $200 Million from  Global Warming Scam. All dire predictions of ""Inconvenient Truth were lies..\xe2\x80\xa6 '",T,T
"b""Covered the Polar Vortex 2 years ago with Jeff Masters: If There's Global Warming ... Why Is It So Cold? https://t.co/TvihGhxzJW""",F,F
b'RT @StevePieczenik: always love the ladies! a good one. https://t.co/k1mjut7oFe',T,T
b'Man-made global warming\xe2\x80\x99s fingerprints seen in 24 cases of weird weather around the world https://t.co/gjaIA6m0RF https://t.co/7rwIOkbMYF',F,F
"b'#2017Predictions society remains divided, there is global warming and discourse and bacon is still AWESOME'",F,F
b'RT @ClimateTruthNow: A brief video overview of the man-made global-warming hoax: https://t.co/XRErIF00qz #climate',T,T
"b""Global warming's fingerprints seen in 24 weird weather cases""",F,F
"b""Green News:  Global warming's fingerprints seen in 24 weird weather cases https://t.co/XZaEnizZ4v""",F,F
b'Green House Gas and Global Warming https://t.co/ZJJvApa4ka',F,F
b'RT @ClimateTruthNow: The story of global-warming is a story of science fiction conjured up by those with an anti-Western political agenda.\xe2\x80\xa6',T,T
b'RT @joanharrisart: This is face of horror death destruction world domination destruction of planet global warming Loss of personal fre\xe2\x80\xa6 ',T,T
b'Republicans\xe2\x80\x99 stance on Global Warming\xe2\x80\xa6 #climatechange https://t.co/vMEUPHtwID',F,F
b'This global warming is tight',F,F
b'RT @tutticontenti: Polar Bears that survive global warming will be murdered by fat jerks with lots of money and no heart. https://t.co/JRGj\xe2\x80\xa6',T,T
"b""Who's running away from doing anything substantial about Global Warming for the benefit of all Australians? https://t.co/1Nbm4jpXe7""",F,F
"b""RT @climatehawk1: Massive 'rivers in sky' will bring more deadly floods due to #globalwarming https://t.co/3MkjjephOB #climate #divest http\xe2\x80\xa6""",T,T
"b""@MarkDice @YouTube whoR these people who don't know or remember the cold war?it wasnt about global warming; which they dont believe either""",F,F
b'RT @LeJDLE: La Californie r\xc3\xa9sistera \xc3\xa0 une politique anti-climat men\xc3\xa9e par @realDonaldTrump  https://t.co/YKnZH8EDdb',T,T
b'Scientists Blast Obamas Global Warming Claims https://t.co/Z7VS2tNaNn  #tcot #teaparty #pjnet #gop #tlot #ccot #p2 https://t.co/87Bp7ZJ49e',F,F
b'RT @NewClimateEcon: 8 in 10 Americans support a carbon tax or carbon regulation to stop global warming. 5 in 10 support both.\xe2\x80\xa6 ',T,T
"b""RT @WyomingConserv2: Global warming is make believe..... Climate change is a hoax! It's all about the money #LibTards #FakeNews\xe2\x80\xa6 """,T,T
b'RT @VVanGone: the last time I said you were the cause of global warming someone called it a clich\xc3\xa9 and yes your heat is a constant and comm\xe2\x80\xa6',T,T
b'RT @Uber_Pix: Here you can see who the victims of global warming are ... https://t.co/HfJESXAjSh',T,T
"b'RT @vnuek: Global Warming is a Scam.. Today, we are cooler, there r many scientists reporting that we are getting colder..\xe2\x80\xa6 '",T,T
"b""RT @conservacrapper: I've given you several examples that prove global warming and I've never argued for anthropogenesis. @sluggoD54""",T,T
"b'@AbnInfVet --. community \'car pool\' system, all in the name of ""global warming"" emission controls  to reduce C02  emissions created from-'",F,F
"b'RT @PatelBharat901: It would be funny if, with everyone freaking out about global warming we ended up dying in a good old 60s throwback nuc\xe2\x80\xa6'",T,T
b'RT @FriendsOScience: The Impending Collapse Of The Global Warming Scare https://t.co/LBmrtYeA5s',T,T
b'RT @petefrt: Scientists Blast Obamas Global Warming Claims https://t.co/Z7VS2tNaNn  #tcot #teaparty #pjnet #gop #tlot #ccot #p2 https://t.c\xe2\x80\xa6',T,T
b'RT @wef: How we can limit global warming to 1.5\xc2\xb0C https://t.co/46GjaVrbt4 https://t.co/jlHx0S85PR',T,T
b'Do the conservadumbs think that global warming is just about the weather being hotter? Godddddddd',F,F
"b""@iakovs you are okay with a global warming denier to be in charge of environmental protection agency? That's change you want?""",F,F
b'Global warming will be halted when we all sync our ice machines.  #2017Predictions',F,F
b'RT @saul42: We had six ice ages before where the #CarbonDioxide levels were 100 times higher than today; https://t.co/CEtZpjryCW',T,T
"b""RT @climatehawk1: Massive 'rivers in sky' will bring more deadly floods due to #globalwarming https://t.co/3MkjjephOB #climate #divest http\xe2\x80\xa6""",T,T
"b""Weird: Global warming's fingerprints seen in 24 weird weather cases https://t.co/axhPOycBkm""",F,F
"b""so cold outside, where's global warming when you need it?""",F,F
b'Great explanation of climate change... https://t.co/EjQPoERuyH',F,F
