text,effective
b'RT @peddoc63: Majority of Americans against late term abortion. Hillary supports up to due date. Her campaign funded 20% by Saudi\xe2\x80\xa6 ',T,T
"b'RT @PPact: Missouri diverted $4.3 million of the Temporary Aid to Needy Families (TANF) funds to ""alternatives to abortion."" \xf0\x9f\x98\xae  https://t.c\xe2\x80\xa6'",T,T
b'RT @jane747: .@WhoopiGoldberg is a disgusting soulless creature! https://t.co/bOmgFVOOIn',T,T
"b'I, personally, am against abortion. But I am by no means pro-life. I am pro-choice bc it is a human RIGHT to do what you want with your body'",F,F
b'https://t.co/kpOF23NHeP RT https://t.co/P8EP3qfRt8',T,T
b'RT @ruthbrarian: Developing a working theory of how the gnostic bent in American Evangelicals extends to abortion and pre-Trib rapture. Not\xe2\x80\xa6',T,T
b'RT @AriaWilsonGOP: VIDEO : Whoopi Goldberg Compares Celebrating Christmas to Getting an Abortion https://t.co/2M1ZIN9l7Z https://t.co/S6kyt\xe2\x80\xa6',T,T
b'Abortion Biz CEO Cecile Richards Thanks Obama for Forcing States to Fund Planned Parenthood https://t.co/YuRAIOdfef #AbortionIsMurder',F,F
b'RT @jane747: .@WhoopiGoldberg is a disgusting soulless creature! https://t.co/bOmgFVOOIn',T,T
b'Abortion Biz CEO Cecile Richards Thanks Obama for Forcing States to Fund Planned Parenthood https://t.co/H7kv3LWyUs #AbortionIsMurder',F,F
"b""RT @ruthbrarian: Similarly, abortion is almost entirely un-bodily for them. It's the potential, the little soul, the idea of a baby. Confro\xe2\x80\xa6""",T,T
b'@peddoc63 abortion is like slavery; the ownership of another human being.',F,F
b'Abortion Biz CEO Cecile Richards Thanks Obama for     \n fantastic profits for murdering unborn https://t.co/Vl8rZIuhji',F,F
"b""RT @YWCAUSA: Study finds abortion has little effect on women's mental health, except for when women seeking abortions are denied https://t.\xe2\x80\xa6""",T,T
"b'Smh the shit I see on my TL . Humans truly do suck , like what a sucky thing to say https://t.co/yEP1Phtv6F'",F,F
"b""If a woman wants to get an abortion, the government should not get involved. It is her body, not America's.""",F,F
b'https://t.co/eom9vMtIDi',F,F
"b""RT @LindaKe18525: @TrustWomen Abortion is Legal in America don't let anyone tell you different! https://t.co/p7oZAF63sy""",T,T
b'RT @Monaca6: What the actual fuck? This country gets worse by the hour. Will any of these signs be posted in the male restrooms? https://t.\xe2\x80\xa6',T,T
"b""RT @ACLU: New study shows abortion doesn't make women depressed\xe2\x80\x94the lack of access does https://t.co/xYytU7IRiF via @MotherJones""",T,T
b'RT @Cruzalltheway: well I always knew he was a lefty. He has ran his state as such https://t.co/7UcHk6fqxO',T,T
"b""RT @redarmy67: I couldn't agree more. Disgusting and pure wicked. https://t.co/xFaD9PcQlE""",T,T
"b'The future is here. It\xe2\x80\x99s just not evenly distributed, yet. https://t.co/IRyHhAls9Z'",F,F
"b""But Brenda got an abortion without ever telling Sage he was the father.. Poor Sage. Hopefully she wouldn't do the same thing to Miguel.""",F,F
"b""RT @vornietom: OKLAHOMA: we're putting anti-abortion signs in every bathroom!\nCALIFORNIA: literally there's weed in our cocktails\xe2\x80\xa6 """,T,T
"b'RT @PPact: Missouri diverted $4.3 million of the Temporary Aid to Needy Families (TANF) funds to ""alternatives to abortion."" \xf0\x9f\x98\xae  https://t.c\xe2\x80\xa6'",T,T
"b""RT @peddoc63: I'm a doctor. Do you think an abortion is less invasive than a c-section if a mother is dying? This is falsehood by\xe2\x80\xa6 """,T,T
b'RT @FoxCarlynfox: At least was allowed to be born https://t.co/rsYsNjS5ml',T,T
b'Abortar no afecta #saludmental de mujeres. Pol\xc3\xadticas q restringen #aborto sin base. En #Chile estigma es lo q afect\xe2\x80\xa6 https://t.co/fs5JXtCwog',F,F
"b""RT @LindaKe18525: @TrustWomen Abortion is Legal in America don't let anyone tell you different! https://t.co/p7oZAF63sy""",T,T
"b""RT @vornietom: OKLAHOMA: we're putting anti-abortion signs in every bathroom!\nCALIFORNIA: literally there's weed in our cocktails\xe2\x80\xa6 """,T,T
"b'Victoria Jackson Show:  https://t.co/Nuc005Coio  ""The Paralyzing Guilt of Abortion"" --Excellent interview!  #PJNET  #COPT'",F,F
b'https://t.co/81FyMXP9fT is defunding PP and sending members to the Inauguration!  Join  https://t.co/8roJ9QS36c',F,F
"b'@AshleyWarrior @col_nj  in the West, add...forced sterilization, acculturated artificial contraception, and ABORTION, porn exploitation.'",T,T
b'RT @ACLJ: A million babies are murdered each year by the abortion industry \xe2\x80\x93 &amp; now #PlannedParenthood wants YOU to pay for it\xe2\x80\xa6 ',T,T
"b'Republican Gov. Kasich\'s veto of ban on abortion on fetuses that have heartbeat is ""cowardly"" - James Dobson\xe2\x80\xa6 https://t.co/2sTCZwzjPP'",F,F
b'RT @hrkbenowen: Whoopi Goldberg: Celebrating Christmas And Getting An Abortion Is The Same Thing https://t.co/XQCIflXZzI',T,T
b'RT @FoxCarlynfox: At least was allowed to be born https://t.co/rsYsNjS5ml',T,T
b'RT @GaltsGirl: The Left Is Losing Their Minds Over A 20-Week Abortion Ban -- Here Is What A Baby Looks Like at 20 Weeks https://t.co/wvRIof\xe2\x80\xa6',T,T
b'RT @LifeNewsHQ: Abortion Biz CEO Cecile Richards Thanks Obama for Forcing States to Fund Planned Parenthood https://t.co/MVbQZDsATS https:/\xe2\x80\xa6',T,T
b'Oklahoma passes law requiring private businesses 2 turn bathrooms into billboards for anti-abortion propaganda https://t.co/RWKavKpvO0 @ACLU',F,F
"b""@billlong999 @mlysimonsen @peddoc63 I personally haven't/likely will never have an abortion, so""",F,F
"b'""what if all you had to do to give yourself an abortion was to just throw up?""\n\nHeather: yea imagine that https://t.co/0dedGJd7Xr'",F,F
"b""@yung_forehead CS (CHILD SUPPORT.) A woman can have an abortion without the father's consent, while a man can't make her keep OR kill it.""",T,T
"b""RT @peddoc63: There's is absolutely no, zero, none, indication for Late Term abortion for Morher's Health. You deliver the baby,\xe2\x80\xa6 """,T,T
"b'RT @fakedansavage: Horrible law. But the pro-choice graffiti it inspires will be epic and all over Twitter, Facebook, and Instagram. https:\xe2\x80\xa6'",T,T
b'RT @BrianZahnd: Anti...\nAbortion\nDeath Penalty\nGun Proliferation\nMass Incarceration\nNukes\nPoverty\nRacism\nTorture\nUnaffordable Health Care\nW\xe2\x80\xa6',T,T
b'RT @LaurenJonesGOP_: Twitter UNLOADS on Whoopi after she compares celebrating Christmas to having an abortion https://t.co/KI7mChjXnl https\xe2\x80\xa6',T,T
b'RT @LifeNewsHQ: Abortion Biz CEO Cecile Richards Thanks Obama for Forcing States to Fund Planned Parenthood https://t.co/MVbQZDsATS https:/\xe2\x80\xa6',T,T
"b""RT @LindaKe18525: @TrustWomen Abortion is Legal in America don't let anyone tell you different! https://t.co/p7oZAF63sy""",T,T
"b'RT @EsmeraldaKiczek: Abortion hurts women. This won\xe2\x80\x99t stop until women stand up in unison &amp; say: This is unacceptable, We deserve better\xe2\x80\xa6 '",T,T
b'RT @LiveAction: Lawmakers must shut down dangerous abortion facilities that put the health and welfare of women at risk. https://t.co/yV6ep\xe2\x80\xa6',T,T
"b""RT @vornietom: OKLAHOMA: we're putting anti-abortion signs in every bathroom!\nCALIFORNIA: literally there's weed in our cocktails\xe2\x80\xa6 """,T,T
b'RT @carol_holman: Whoopi Goldberg: Celebrating Christmas And Getting An Abortion Is The Same Thing https://t.co/W12698HvPo via @dailycaller',T,T
"b""RT @peddoc63: I'm a doctor. Do you think an abortion is less invasive than a c-section if a mother is dying? This is falsehood by\xe2\x80\xa6 """,T,T
"b""RT @ACLU: New study shows abortion doesn't make women depressed\xe2\x80\x94the lack of access does https://t.co/xYytU7IRiF via @MotherJones""",T,T
b'Banned abortion because only men should decide over bitches and hoes  #weneedtotakeaction',F,F
b'Yeah...if you reside in #Hell https://t.co/3tUqT2ByF9',F,F
b'Whoopi Goldberg under fire for saying right to celebrate Christmas is like right to abortion via the @FoxNews App https://t.co/akHxlnfZye',F,F
b'RT @NewssTrump: VIDEO : Whoopi Goldberg Compares Celebrating Christmas to Getting an Abortion https://t.co/2mMjZAkDY5 https://t.co/HIX2PdcM\xe2\x80\xa6',T,T
"b'RT @Racoon2013: Abortion Increases Risk of Women\xe2\x80\x99s Mental Health Problems, Most Studies Find https://t.co/tBfSw5UK3Y'",T,T
b'damn https://t.co/iaqRJp1IsK',F,F
b'RT @LifeNewsHQ: Abortion Biz CEO Cecile Richards Thanks Obama for Forcing States to Fund Planned Parenthood https://t.co/MVbQZDsATS https:/\xe2\x80\xa6',T,T
"b'RT @PeacefulConserv: Facebook Will Use Pro-Abortion Media Outlets to Censor So-Called ""Fake News"" | https://t.co/0kLHzhLqoS https://t.co/g6\xe2\x80\xa6'",T,T
"b""Late abortion is hard to justify. If it's what I call tragic case - it is just that from the beginning.  Doesn't be\xe2\x80\xa6 https://t.co/gnoItH0fP8""",F,F
"b'RT @eemanabbasi: So white extremists scream ""all lives matter"" and ""abortion is murder,"" but think this is acceptable. Good to know. https:\xe2\x80\xa6'",T,T
b'RT @StevenErtelt: Michigan House Bans Abortion Clinics From Selling the Body Parts of Unborn Babies https://t.co/ifd3fLgiQ5 #DefundPP\xe2\x80\xa6 ',T,T
b'I need this after that abortion of a hockey game... #HonoluluBlueKoolAid @wingingitmotown @PrideOfDetroit\xe2\x80\xa6 https://t.co/toBBCHaeHt',F,F
"b""@CKummer @lessig @andersen Kasich? The man who voted for on that 20 week abortion bill? No, thank you. I don't want a MAN governing my womb.""",F,F
"b""@becca_washburn @mytC4 @peddoc63 the difference is only 1 scenario involves ending life and that's abortion""",F,F
b'@seanhannity  make birth-control pills OTC. Girls get abortions &amp; abortion pills OTC w/o parental consent. Offer BC pills to prevent prob.',F,F
b'@MaryfromMarin @Westxgal @Fingersflying @PubliusNV @littlebytesnews @LibertyBell1000 If that was only thing stuck in wouldnt need abortion',F,F
b'RT @hrkbenowen: Whoopi Goldberg: Celebrating Christmas And Getting An Abortion Is The Same Thing https://t.co/XQCIflXZzI',T,T
b'RT @TheDailyShow: John Kasich makes a compromise on abortion restrictions in Ohio. @michelleisawolf reports: https://t.co/XYaWrFbfKG https:\xe2\x80\xa6',T,T
"b'RT @scarletwiotch: I, personally, am against abortion. But I am by no means pro-life. I am pro-choice bc it is a human RIGHT to do what you\xe2\x80\xa6'",T,T
b'RT @margaretcho: Donate to @lpjleague on #GivingTuesday! LPJL is the only group combining comedy w/ abortion clinic support everyday\nhttps:\xe2\x80\xa6',T,T
"b""RT @vornietom: OKLAHOMA: we're putting anti-abortion signs in every bathroom!\nCALIFORNIA: literally there's weed in our cocktails\xe2\x80\xa6 """,T,T
"b""@foxandfriends How about PPH put on their abortion consents that they will cut up aborted babies parts &amp; sell them to labs. That's informing""",F,F
b'RT @LifeNewsHQ: Pro-Life People Across America Will Gather on December 17 to Sing Christmas Carols at Abortion Clinics\xe2\x80\xa6 ',T,T
b'RT @thehuntinghouse: This is the guy the demented Clintonites want for President in their electoral college coup https://t.co/TdB9av52OQ',T,T
"b""The Horrifying And Heartbreaking Impact Of Ohio's 20-Week Abortion Ban https://t.co/dtFpatzgse""",F,F
b'#LIVEACTION https://t.co/bPbkK7FNy0',F,F
b'Michigan House Bans Abortion Clinics From Selling the Body Parts of Unborn Babies https://t.co/XRmcrNZa14 #DefundPP\xe2\x80\xa6 https://t.co/jPa2KppxuS',F,F
"b""Vatican guidelines for new priests silent on abortion crisis, but #stress urgency of 'planetary crisis' #News\xe2\x80\xa6 https://t.co/wUKa8CEDpy""",F,F
"b""RT @Rewire_News: Getting an abortion in Texas? Take the state's required package of misinformation with a huge grain of salt.\xe2\x80\xa6 """,T,T
b'RT @LifeNewsHQ: Abortion Biz CEO Cecile Richards Thanks Obama for Forcing States to Fund Planned Parenthood https://t.co/MVbQZDsATS https:/\xe2\x80\xa6',T,T
b'Reggie Littlejohn: Leading the Fight to Stop Forced Abortion and Gendercide in China https://t.co/6InK0rLIHX',F,F
"b""For people who think abortion is ok, think about the people you have around you and wonder what if you didn't have\xe2\x80\xa6 https://t.co/nunhqIxB8q""",F,F
"b""RT @vornietom: OKLAHOMA: we're putting anti-abortion signs in every bathroom!\nCALIFORNIA: literally there's weed in our cocktails\xe2\x80\xa6 """,T,T
"b'Donald Trump Confuses Birth With Abortion. And No, There Are No Ninth Month Abortions. | The Huffington Post https://t.co/mGlLeSV6dE'",F,F
b'holy shit why is the new thing on my fb feed people comparing abortion to murdering a human https://t.co/SkMXSZgIJH',F,F
"b""RT @LindaKe18525: @TrustWomen Abortion is Legal in America don't let anyone tell you different! https://t.co/p7oZAF63sy""",T,T
"b""@ApolloTheLeader Right. That's awful. But aren't we talking abt a woman's right to have an abortion? Why would she suck your semen out...""",F,F
b'RT @AriaWilsonGOP: VIDEO : Whoopi Goldberg Compares Celebrating Christmas to Getting an Abortion https://t.co/2M1ZIN9l7Z https://t.co/S6kyt\xe2\x80\xa6',T,T
b'RT @VivaLaAmes: Video: IDIOT Whoopi compares celebrating Christmas to getting an abortion. Why is compost-heap @TheView still on TV?\nhttps:\xe2\x80\xa6',T,T
"b'For the 10,000th time! Why is @WhoopiGoldberg still here? You said you were leaving if Trump won. Update: HE WON! N\xe2\x80\xa6 https://t.co/P7KEUBfVId'",F,F
"b""RT @dershy: @WhoopiGoldberg and all the #LibTards of The Moronic View couldn't possibly comprehend the reason and meaning behin\xe2\x80\xa6 """,T,T
b'@ApolloTheLeader and then want to get an abortion?',F,F
b'https://t.co/81FyMXP9fT is defunding PP and sending members to the Inauguration!  Join  https://t.co/wy48TCFagM',F,F
"b'Next time #Cuomo decides he is going to lecture us on #abortion, he might consider taking his own advice: \xe2\x80\x9cQuiet... https://t.co/LuQ1qS6xlr'",F,F
"b'Abortion Increases Risk of Women\xe2\x80\x99s Mental Health Problems, Most Studies Find https://t.co/pFA9i0qJ2b https://t.co/c1WauQsKaz'",F,F
b'https://t.co/81FyMXP9fT is defunding PP and sending members to the Inauguration!  Join  https://t.co/wh1fJOsWi8',F,F
b'Facebook Will Use Pro-Abortion Media Outlets to Censor So-Called \xe2\x80\x9cFake News\xe2\x80\x9d https://t.co/PoF7imzSX9 https://t.co/d8pRC4r0JT',F,F
b'Maybe she should study her Bible a little better. https://t.co/2jhtUStS8T',F,F
b'I had an abortion and i think about it often. https://t.co/HnBy09AknR #women https://t.co/3MCsU22Wew',F,F
b'SPARKS FLY OVER TEXAS ABORTION RULE Bill Donohue comments on the treatment of human remains from abortions: Effec... https://t.co/wscGyOBg3S',T,T
b'RT @LifeNewsHQ: Abortion Biz CEO Cecile Richards Thanks Obama for Forcing States to Fund Planned Parenthood https://t.co/MVbQZDsATS https:/\xe2\x80\xa6',T,T
b'The Most Painful And Brutality Process Of Abortion Reveals By A Gynecologist https://t.co/DGQ2gO4hUp',F,F
b'SPARKS FLY OVER TEXAS ABORTION RULE Bill Donohue comments on the treatment of human remains from abortions:... https://t.co/8BDgCd0Uf6',T,T
b'https://t.co/uue1cEEbzF (LV.11) Judge Blocks Texas From Requiring Fetal Remains Be Buried - The New York Times https://t.co/0uLLQSkYOt',F,F
b'@WhitsterLoggotr @MsBlaireWhite @jmktwit and every female who gets pregnant before the age of consent should be forced to have an abortion',F,F
b'RT @TheDailyShow: John Kasich makes a compromise on abortion restrictions in Ohio. @michelleisawolf reports: https://t.co/XYaWrFbfKG https:\xe2\x80\xa6',T,T
"b'LifeNewsHQ : Abortion Increases Risk of Women\xe2\x80\x99s Mental Health Problems, Most Studies Find \xe2\x80\xa6 https://t.co/OfpiaFsQHC) https://t.co/VwcmukXpHn'",F,F
b'The Ohio legislature just passed another bill banning abortio https://t.co/4gqAMg8M5B #TrumpTransition #PresidentElectTrump #MAGA #privacy',F,F
b'RT @DineshDSouza: OUR PRIORITIES AND THEIRS: @WhoopiGoldberg equates the right to celebrate Christmas with the right to abortion https://t.\xe2\x80\xa6',T,T
b'Need another reason that Trump Won? Here it is. https://t.co/08SWU0BU7x',F,F
b'@JohnLaraway I could make the exact same argument about abortion. What would your response be?',F,F
"b""also California: tech industry employees are homeless so there's an overnight bus to nowhere https://t.co/PeY0JzS2WT""",F,F
"b'RT @HoneeyRoseGold: No abortion, but I kill shit \xf0\x9f\x98\xbc\xe2\x9d\x97\xef\xb8\x8f http://t.co/ebAwemrFx5'",T,T
"b""RT @TheCoratee: Oklahoma's bizarre anti-abortion bathroom sign policy is going to cost small business $2.3 Million. https://t.co/t8SuANKp9Q""",T,T
"b'RT @ESTBLSHMNT: A year after a domestic terrorist killed three people in a #PlannedParenthood, the case is a damn mess."" https://t.co/HvsSW\xe2\x80\xa6'",T,T
b'RT @LifeNewsHQ: Abortion Biz CEO Cecile Richards Thanks Obama for Forcing States to Fund Planned Parenthood https://t.co/MVbQZDsATS https:/\xe2\x80\xa6',T,T
b'RT @LifeNewsHQ: Abortion Biz CEO Cecile Richards Thanks Obama for Forcing States to Fund Planned Parenthood https://t.co/MVbQZDsATS https:/\xe2\x80\xa6',T,T
b'RT @LifeNewsToo: Michigan House Bans Abortion Clinics From Selling the Body Parts of Unborn Babies https://t.co/XRmcrNZa14 #DefundPP\xe2\x80\xa6 ',T,T
"b'@empty1388 @refinedright abortion is murder, its denying that baby the right to life. The baby is the ONE part of an abortion with no say.'",F,F
b'@AllenWestRepub @100PercFEDUP 14 year old scared because she might not be able to get abortion? For Real? OMG what kind of parents R they?',F,F
"b'@WhoopiGoldberg thinks celebrating Christmas is as great as having an abortion, if only she knew baby Jesus actually lived to create life...'",F,F
b'RT @StevenErtelt: Michigan House Bans Abortion Clinics From Selling the Body Parts of Unborn Babies https://t.co/ifd3fLgiQ5 #DefundPP\xe2\x80\xa6 ',T,T
b'RT @jane747: .@WhoopiGoldberg is a disgusting soulless creature! https://t.co/bOmgFVOOIn',T,T
b'RT @CauseofourJoy: Think of all we lost when 53 million Americans were never born because of abortion. How many of them were George... http\xe2\x80\xa6',T,T
"b""RT @LindaKe18525: @TrustWomen Abortion is Legal in America don't let anyone tell you different! https://t.co/p7oZAF63sy""",T,T
"b""RT @vornietom: OKLAHOMA: we're putting anti-abortion signs in every bathroom!\nCALIFORNIA: literally there's weed in our cocktails\xe2\x80\xa6 """,T,T
b'RT @jane747: .@WhoopiGoldberg is a disgusting soulless creature! https://t.co/bOmgFVOOIn',T,T
"b""Trump's Arrival Means Obama Won't Have 'Last Word' on Abortion, Pro-Life Leaders Say - Daily Signal https://t.co/4jgdX7QxW9""",F,F
b'RT @DineshDSouza: OUR PRIORITIES AND THEIRS: @WhoopiGoldberg equates the right to celebrate Christmas with the right to abortion https://t.\xe2\x80\xa6',T,T
b'RT @DineshDSouza: OUR PRIORITIES AND THEIRS: @WhoopiGoldberg equates the right to celebrate Christmas with the right to abortion https://t.\xe2\x80\xa6',T,T
b'RT @TheDailyShow: John Kasich makes a compromise on abortion restrictions in Ohio. @michelleisawolf reports: https://t.co/XYaWrFbfKG https:\xe2\x80\xa6',T,T
"b'@SarahKSilverman when speaking of abortion replace  ""fetus"" with ""puppy"" your left-wing brain would explode! #KillBabies #crossyourlegs'",F,F
b'RT @MaureenLangloss: What was sobering was response Schlafly received from a few million ordinary women who now seemed to be living in t\xe2\x80\xa6 ',T,T
"b'RT @ChristianPost: Republican Gov. Kasich\'s veto of ban on abortion on fetuses that have heartbeat is ""cowardly"" - James Dobson https://t.c\xe2\x80\xa6'",T,T
b'@PAPICHUL0TROY ah yes . my abortion sure brought the life of the party to the show!',F,F
"b'@SarahKSilverman when speaking of abortion replace  ""fetus"" with ""puppy"" your left-wing brain would explode! #KillBabies #crossyourlegs'",F,F
"b""RT @vornietom: OKLAHOMA: we're putting anti-abortion signs in every bathroom!\nCALIFORNIA: literally there's weed in our cocktails\xe2\x80\xa6 """,T,T
"b""RT @davie_mullis: Ain't she supposed to be moving to Canada? Lying hack https://t.co/1DwzpCogU2""",T,T
b'Matt Walsh: Abortion does not preserve a woman\xe2\x80\x99s life \xe2\x80\x94 it preserves her lifestyle https://t.co/3uq4p7Pf6Y via @MattWalshBlog @theblaze',F,F
b'RT @LifeNewsHQ: Lie of the Year: Abortion Clinics Are Safe and Planned Parenthood Cares About Women https://t.co/MI9MRyFlsY https://t.co/1Z\xe2\x80\xa6',T,T
"b'Abortion Increases Risk of Women\xe2\x80\x99s Mental Health Problems, Most Studies Find https://t.co/ZboFg6DaWU #cdnpoli #CDNhealth #WomensHealth #OHIP'",F,F
b'#MobSquad here is where Seattle scoes and ends this abortion....',F,F
"b""RT @FemMajority: Research shows the only time abortion has an impact on women's mental health is when they're denied the procedure. https:/\xe2\x80\xa6""",T,T
"b""RT @Rewire_News: Getting an abortion in Texas? Take the state's required package of misinformation with a huge grain of salt.\xe2\x80\xa6 """,T,T
b'RT @stephen16781577: Whoopi Goldberg: Celebrating Christmas Same as Right to Abortion https://t.co/C2Wgpd9GUz\n(a) IGNORANT\n(b) STUPID\n(c) B\xe2\x80\xa6',T,T
"b'@LoLo8186 Yes. People should be beholden and responsible for their own choices...this goes back to the abortion discussion, of course'",F,F
"b""RT @LindaKe18525: @TrustWomen Abortion is Legal in America don't let anyone tell you different! https://t.co/p7oZAF63sy""",T,T
b'RT @DineshDSouza: OUR PRIORITIES AND THEIRS: @WhoopiGoldberg equates the right to celebrate Christmas with the right to abortion https://t.\xe2\x80\xa6',T,T
b'Abortion humor everybody: Texas (and Indiana) tried to pass law that said miscarriages/abortions had to have buria\xe2\x80\xa6 https://t.co/qcI4y8gpZs',F,F
"b""If you want to see a bigger abortion than the #Seahawks #ColorRush uniforms, you're going to need a horse and a shop vac. #TNF""",F,F
b'RT @hrkbenowen: Whoopi Goldberg: Celebrating Christmas And Getting An Abortion Is The Same Thing https://t.co/XQCIflXZzI',T,T
b'RT @Charlie4Trump: OMG!!! Can We Please Get the #View off the Air\nWhoopie and Joy have major Hate in their hearts https://t.co/tLvnMAkgW2',T,T
b'RT @DineshDSouza: OUR PRIORITIES AND THEIRS: @WhoopiGoldberg equates the right to celebrate Christmas with the right to abortion https://t.\xe2\x80\xa6',T,T
b'RT @LifeNewsToo: Michigan House Bans Abortion Clinics From Selling the Body Parts of Unborn Babies https://t.co/XRmcrNZa14 #DefundPP\xe2\x80\xa6 ',T,T
b'RT @OpFerriswheel: \xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc https://t.co/88KbFiHH5C',T,T
"b""Trump's Arrival Means Obama Won't Have 'Last Word' on Abortion, Pro-Life Leaders Say - Daily Signal #Health #News https://t.co/ts5IQJMBNh""",F,F
b'RT @JustYourKarma: She is the biggest Racist who screams Racism all the time! She uses #TheView as a platform to spew her hate\xe2\x80\xa6 ',T,T
"b'RT @TeaPartyCat: BREAKING: Ohio bans abortion past the 20th minute after intercourse on the grounds that \xe2\x80\x9cwomen are dirty, dirty whores\xe2\x80\x9d.'",T,T
"b""Men should not be voting on women's health decisions. https://t.co/jg3CxHJR5G via @mashable""",F,F
b'You wonder why Red States are falling apart? No one wants to be around people who think like that... https://t.co/DKG3yvKCR8',F,F
b'The 9 countries with the most draconian abortion laws in the world - Business Insider https://t.co/Ss3XiG1tym',F,F
"b'RT @LifeNewsHQ: Abortion Increases Risk of Women\xe2\x80\x99s Mental Health Problems, Most Studies Find https://t.co/pFA9i0qJ2b https://t.co/c1WauQsKaz'",T,T
b'RT @LifeNewsHQ: Pro-Abortion Researchers Falsely Claim Aborting Their Baby Has No Mental Health Impact on Women\xe2\x80\xa6 ',T,T
"b""RT @peddoc63: There's is absolutely no, zero, none, indication for Late Term abortion for Morher's Health. You deliver the baby,\xe2\x80\xa6 """,T,T
b'#how long does the abortion pill make you bleed hotel chiba',F,F
b'Whore Torture- Baseball Bat Abortion\xe3\x80\x80https://t.co/PpmfPZlaXt\xe3\x80\x80[\xe3\x82\xa2\xe3\x83\xa1\xe3\x83\xaa\xe3\x82\xab]\xe3\x80\x80[\xe3\x83\x96\xe3\x83\xab\xe3\x83\x87\xe3\x82\xb9]',F,F
b'They need to fire the whole cast! https://t.co/hSadad4FX8',F,F
b'RT @reshas: You have gone insane @WhoopiGoldberg : Celebrating Christmas Same as Right to Abortion https://t.co/VBlzIcEsiQ',T,T
"b""Careful Fiesty, you're speaking logical to the dimwit https://t.co/jBPHShGwPc""",F,F
"b""Nazis: Ppl who can't survive on own will be killed.\nAbortion: Fetuses, who temporarily can't survive on own, will be killed. \n@hboulware""",F,F
b'RT @KathaPollitt: great piece by @speechboy71 about the hell 20-week abortion bans wreak on women and couples who get devastating news http\xe2\x80\xa6',T,T
"b""Trump's Arrival Means Obama Won't Have 'Last Word' on Abortion, Pro-Life Leaders Say - Daily Signal https://t.co/v3nq3IPx92""",F,F
b'RT @LifeNewsHQ: Abortion Biz CEO Cecile Richards Thanks Obama for Forcing States to Fund Planned Parenthood https://t.co/MVbQZDsATS https:/\xe2\x80\xa6',T,T
b'Point this out next time someone tries to say that anti-abortion legislation saves lives. https://t.co/VXn0TjHrgA',F,F
"b""RT @vornietom: OKLAHOMA: we're putting anti-abortion signs in every bathroom!\nCALIFORNIA: literally there's weed in our cocktails\xe2\x80\xa6 """,T,T
"b'@BillyHallowell @faithwirenews Pro-abortion R admitting they R killing babies &amp; it\'s their right to refuse ""incubate"". No moral compass.'",F,F
b'RT @LifeNewsToo: Michigan House Bans Abortion Clinics From Selling the Body Parts of Unborn Babies https://t.co/XRmcrNZa14 #DefundPP\xe2\x80\xa6 ',T,T
"b""RT @DrBioCheMiker: Nazis: Ppl who can't survive on own will be killed.\nAbortion: Fetuses, who temporarily can't survive on own, will be kil\xe2\x80\xa6""",T,T
b'https://t.co/81FyMXP9fT is defunding PP and sending members to the Inauguration!  Join  https://t.co/sd6l89HOEn',F,F
b'https://t.co/81FyMXP9fT is defunding PP and sending members to the Inauguration!  Join  https://t.co/EZ2Q9Q2aEX',F,F
"b""RT @peddoc63: There's is absolutely no, zero, none, indication for Late Term abortion for Morher's Health. You deliver the baby,\xe2\x80\xa6 """,T,T
b'RT @pennygail27: THIS IS WHERE SATAN TAKES #LIBTARDS CANCEL THE VIEW @TheView https://t.co/VLQ9uA8g7L',T,T
"b'RT @LifeNewsHQ: Abortion Increases Risk of Women\xe2\x80\x99s Mental Health Problems, Most Studies Find https://t.co/pFA9i0qJ2b https://t.co/c1WauQsKaz'",T,T
"b'See this BEFORE considering an abortion. Ask God to help you with your child. He will!! https://t.co/8RaGiKBRNz .,~'",F,F
b'RT @_Proud_American: VIDEO : Whoopi Goldberg Compares Celebrating Christmas to Getting an Abortion https://t.co/62nnMjUlOR',T,T
"b""RT @baptistpress: Pro-life advocates appear to take a page out of the abortion industry's playbook https://t.co/JYJGpaBuHt""",T,T
b'RT @OpFerriswheel: \xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc https://t.co/88KbFiHH5C',T,T
b'Stop Giving Tax Dollars to the Abortion Industry | American Center for Law and Justice https://t.co/s9fQV3poVC',F,F
b'RT @StevenErtelt: Michigan House Bans Abortion Clinics From Selling the Body Parts of Unborn Babies https://t.co/ifd3fLgiQ5 #DefundPP\xe2\x80\xa6 ',T,T
"b""@BackwoodsJim @wolfeblog Here's the law on abortions in Texas!  Your a Dumb Punk Liar!\nhttps://t.co/qvYsBiIYIh""",F,F
b'RT @LifeNewsHQ: Abortion Biz CEO Cecile Richards Thanks Obama for Forcing States to Fund Planned Parenthood https://t.co/MVbQZDsATS https:/\xe2\x80\xa6',T,T
